Player_batting_id,Player_Id,Name,matches,innings,not_out,runs,high_score,high_score_return,average,ball_faced,strike_rate,hundreds,fifties,zeros,fours,sixes,Season_Id,Team_Id,high_score_description
554,62,"Shahid Afridi",9,6,1,47,26,No,9.4,31,151.61,0,0,0,0,6,3,6,NULL
555,17,"Shoaib Malik",10,8,2,224,65,Yes,37.33,180,124.44,0,1,0,11,10,3,1,NULL
556,28,"Lendl Simmons",2,2,0,59,55,No,29.5,52,113.46,0,1,0,8,1,3,6,NULL
557,92,"Dwayne Smith",10,9,1,252,71,Yes,31.5,199,126.63,0,1,0,20,16,3,3,NULL
558,43,"Sohaib Maqsood",10,9,2,204,85,Yes,29.14,160,127.5,0,1,0,16,11,3,1,NULL
559,152,"Sohail Akhtar",9,8,4,122,30,Yes,30.5,101,120.79,0,0,0,9,7,3,2,NULL
560,29,"Sohail Khan",7,5,1,14,9,Yes,3.5,28,50,0,0,2,0,1,3,2,NULL
561,30,"Sohail Tanvir",10,6,2,75,34,Yes,18.75,61,122.95,0,0,0,5,5,3,1,NULL
562,65,"Tamim Iqbal",6,6,1,161,39,No,32.2,154,104.54,0,0,0,18,3,3,3,NULL
563,161,"Umaid Asif",12,5,1,39,25,No,9.75,29,134.48,0,0,1,2,3,3,3,NULL
564,44,"Umar Akmal",5,5,0,57,31,No,11.4,57,100,0,0,0,6,1,3,2,NULL
565,15,"Umar Amin",6,6,1,97,31,No,19.4,96,101.04,0,0,0,9,1,3,5,NULL
566,80,"Umar Gul",2,1,0,10,10,No,10,6,166.66,0,0,0,0,1,3,1,NULL
567,31,"Usama Mir",2,1,0,9,9,No,9,11,81.81,0,0,0,1,0,3,6,NULL
568,104,"Usman Shinwari",10,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,6,NULL
569,201,"Hardus Viljoen",2,1,0,2,2,No,2,7,28.57,0,0,0,0,0,3,1,NULL
570,66,"Wahab Riaz",13,7,3,97,33,Yes,24.25,59,164.4,0,0,1,12,2,3,3,NULL
571,138,"Chadwick Walton",5,5,0,68,28,No,13.6,55,123.63,0,0,1,8,2,3,4,NULL
572,16,"Shane Watson",10,10,1,319,90,Yes,35.44,236,135.16,0,2,0,25,22,3,5,NULL
573,162,"Riki Wessels",4,4,1,68,31,Yes,22.66,62,109.67,0,0,0,8,1,3,3,NULL
574,143,"David Wiese",1,1,0,5,5,No,5,6,83.33,0,0,0,1,0,3,6,NULL
575,45,"Yasir Shah",10,5,0,11,6,No,2.2,18,61.11,0,0,2,1,0,3,2,NULL
576,46,"Zafar Gohar",2,1,0,3,3,No,3,7,42.85,0,0,0,0,0,3,4,NULL
577,49,"Aamer Yamin",3,2,0,25,25,No,12.5,26,96.15,0,0,1,2,2,2,2,NULL
578,94,"Abrar Ahmed",2,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,6,NULL
579,69,"Ahmed Shehzad",10,9,0,242,71,No,26.88,183,132.24,0,3,1,22,10,2,5,NULL
580,1,"Amad Butt",4,3,1,25,17,No,12.5,25,100,0,0,0,2,1,2,4,NULL
581,71,"Anwar Ali",9,5,2,57,20,No,19,44,129.54,0,0,0,6,1,2,5,NULL
582,72,"Asad Shafiq",7,6,0,147,51,No,24.5,135,108.88,0,1,0,17,1,2,5,NULL
583,85,"Asif Ali",4,4,0,46,39,No,11.5,43,106.97,0,0,0,4,1,2,4,NULL
584,2,"Babar Azam",10,10,1,291,50,No,32.33,259,112.35,0,1,0,36,4,2,6,NULL
585,3,"Samuel Badree",1,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,4,NULL
586,18,"Bilawal Bhatti",5,2,0,2,1,No,1,7,28.57,0,0,0,0,0,2,2,NULL
587,19,"Ravi Bopara",10,10,1,119,33,No,13.22,123,96.74,0,0,0,12,2,2,6,NULL
588,37,"Cameron Delport",4,4,1,82,35,Yes,27.33,56,146.42,0,0,0,9,3,2,2,NULL
589,86,"Ben Duckett",2,2,0,30,16,No,15,34,88.23,0,0,0,4,0,2,4,NULL
590,106,"Grant Elliott",7,7,1,74,26,Yes,12.33,79,93.67,0,0,2,5,1,2,2,NULL
591,107,"Fakhar Zaman",8,8,0,177,56,No,22.12,128,138.28,0,1,1,19,6,2,2,NULL
592,38,"Chris Gayle",9,9,0,160,44,No,17.77,139,115.1,0,0,0,8,14,2,6,NULL
593,109,"Ghulam Mudassar",1,1,1,1,1,Yes,NULL,1,100,0,0,0,0,0,2,2,NULL
594,118,"Haris Sohail",3,3,1,31,13,Yes,15.5,44,70.45,0,0,0,1,0,2,3,NULL
595,53,"Hasan Ali",11,5,2,23,10,No,7.66,11,209.09,0,0,1,4,1,2,3,NULL
596,124,"Hassan Khan",10,4,1,26,16,No,8.66,26,100,0,0,0,1,1,2,5,NULL
597,88,"Hussain Talat",2,2,0,67,56,No,33.5,51,131.37,0,1,0,6,2,2,4,NULL
598,20,"Iftikhar Ahmed",3,3,0,15,14,No,5,25,60,0,0,1,1,0,2,3,NULL
599,21,"Imad Wasim",10,8,4,83,24,No,20.75,62,133.87,0,0,1,6,4,2,6,NULL
600,6,"Imran Khalid",3,1,0,1,1,No,1,1,100,0,0,0,0,0,2,4,NULL
601,54,"Imran Khan",1,1,1,0,0,Yes,NULL,0,NULL,0,0,0,0,0,2,3,NULL
602,96,"Mahela Jayawardene",1,1,0,10,10,No,10,8,125,0,0,0,1,0,2,6,NULL
603,67,"Chris Jordan",6,4,3,26,16,Yes,26,30,86.66,0,0,1,2,1,2,3,NULL
604,55,"Junaid Khan",3,2,2,1,1,Yes,NULL,2,50,0,0,0,0,0,2,3,NULL
605,44,"Umar Akmal",11,11,0,353,104,No,32.09,273,129.3,1,2,2,32,16,2,3,NULL
606,97,"Kashif Bhatti",1,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,6,NULL
607,119,"Khushdil Shah",2,1,0,1,1,No,1,5,20,0,0,0,0,0,2,3,NULL
608,105,"Brendon McCullum",8,7,0,93,31,No,13.28,75,124,0,0,2,14,2,2,2,NULL
609,125,"Mahmudullah ",6,3,2,37,29,Yes,37,26,142.3,0,0,1,3,1,2,5,NULL
610,57,"Dawid Malan",6,6,0,175,56,No,29.16,126,138.88,0,1,0,21,6,2,3,NULL
611,127,"Tymal Mills",5,2,1,1,1,Yes,1,2,50,0,0,1,0,0,2,5,NULL
612,22,"Mir Hamza",1,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,5,NULL
613,9,"Misbah-ul-Haq ",9,8,1,158,61,Yes,22.57,142,111.26,0,1,0,7,9,2,4,NULL
614,23,"Mohammad Amir",10,4,4,24,11,Yes,NULL,18,133.33,0,0,0,2,1,2,6,NULL
615,58,"Mohammad Asghar",7,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,3,NULL
616,59,"Mohammad Hafeez",10,9,0,153,77,No,17,154,99.35,0,1,2,15,6,2,3,NULL
617,10,"Mohammad Irfan",8,1,1,0,0,Yes,NULL,2,0,0,0,0,0,0,2,4,NULL
618,10,"Mohammad Irfan",7,4,1,4,3,Yes,1.33,6,66.66,0,0,2,0,0,2,2,NULL
619,77,"Mohammad Nawaz",10,4,1,20,18,No,6.66,17,117.64,0,0,1,0,1,2,5,NULL
620,312,"Mohammad Rizwan",8,7,2,130,46,Yes,26,107,121.49,0,0,0,9,5,2,2,NULL
621,11,"Mohammad Sami",9,5,2,2,1,Yes,0.66,4,50,0,0,2,0,0,2,4,NULL
622,120,"Eoin Morgan",6,6,1,136,80,Yes,27.2,131,103.81,0,1,0,14,4,2,3,NULL
623,111,"Sunil Narine",8,7,1,116,26,Yes,19.33,64,181.25,0,0,0,6,11,2,2,NULL
624,129,"Thisara Perera",6,4,1,40,27,No,13.33,34,117.64,0,0,0,3,1,2,5,NULL
625,78,"Kevin Pietersen",9,8,1,241,88,Yes,34.42,159,151.57,0,2,3,15,14,2,5,NULL
626,100,"Kieron Pollard",10,9,4,201,47,No,40.2,117,171.79,0,0,0,15,11,2,6,NULL
627,130,"Rilee Rossouw",9,8,2,255,76,Yes,42.5,207,123.18,0,2,0,18,9,2,5,NULL
628,112,"Jason Roy",5,5,1,173,60,Yes,43.25,114,151.75,0,2,0,21,6,2,2,NULL
629,12,"Rumman Raees",7,1,0,0,0,No,0,4,0,0,0,1,0,0,2,4,NULL
630,79,"Saad Nasim",3,3,0,18,9,No,6,16,112.5,0,0,0,2,0,2,5,NULL
631,90,"Saeed Ajmal",4,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,4,NULL
632,61,"Daren Sammy",11,9,4,120,34,No,24,93,129.03,0,0,1,7,8,2,3,NULL
633,122,"Marlon Samuels",5,5,1,81,37,Yes,20.25,67,120.89,0,0,0,5,3,2,3,NULL
634,93,"Kumar Sangakkara",10,10,0,215,65,No,21.5,181,118.78,0,1,0,20,5,2,6,NULL
635,20,"Iftikhar Ahmed",10,9,2,183,56,Yes,26.14,139,131.65,0,1,0,15,5,2,5,NULL
636,91,"Shadab Khan",8,7,3,66,42,No,16.5,41,160.97,0,0,0,2,5,2,4,NULL
637,62,"Shahid Afridi",10,8,1,177,54,No,25.28,102,173.52,0,1,1,9,15,2,3,NULL
638,102,"Shahzaib Hasan",2,2,0,19,19,No,9.5,16,118.75,0,0,1,3,0,2,6,NULL
639,27,"Shakib Al",5,4,0,54,30,No,13.5,48,112.5,0,0,0,5,1,2,3,NULL
640,14,"Sharjeel Khan",1,1,0,1,1,No,1,4,25,0,0,0,0,0,2,4,NULL
641,17,"Shoaib Malik",10,10,1,202,51,Yes,22.44,166,121.68,0,1,1,11,7,2,6,NULL
642,92,"Dwayne Smith",9,9,1,274,72,Yes,34.25,242,113.22,0,2,1,29,10,2,4,NULL
643,43,"Sohaib Maqsood",6,5,1,35,30,Yes,8.75,38,92.1,0,0,3,3,1,2,3,NULL
644,29,"Sohail Khan",9,5,2,16,10,No,5.33,14,114.28,0,0,1,0,1,2,6,NULL
645,30,"Sohail Tanvir",8,6,3,68,36,Yes,22.66,66,103.03,0,0,0,4,2,2,2,NULL
646,65,"Tamim Iqbal",5,5,1,94,62,Yes,23.5,81,116.04,0,1,0,8,4,2,3,NULL
647,44,"Umar Akmal",8,8,0,164,66,No,20.5,132,124.24,0,1,2,15,8,2,2,NULL
648,80,"Umar Gul",2,1,0,2,2,No,2,3,66.66,0,0,0,0,0,2,5,NULL
649,31,"Usama Mir",8,2,1,5,4,Yes,5,3,166.66,0,0,0,1,0,2,6,NULL
650,104,"Usman Shinwari",8,1,0,0,0,No,0,2,0,0,0,1,0,0,2,6,NULL
651,231,"Rassie van",1,1,0,1,1,No,1,7,14.28,0,0,0,0,0,2,5,NULL
652,66,"Wahab Riaz",10,6,2,31,23,No,7.75,37,83.78,0,0,1,3,1,2,3,NULL
653,16,"Shane Watson",9,9,1,171,36,No,21.37,123,139.02,0,0,0,13,10,2,4,NULL
654,81,"Luke Wright",1,1,0,12,12,No,12,7,171.42,0,0,0,1,1,2,5,NULL
655,45,"Yasir Shah",8,4,2,23,22,No,11.5,23,100,0,0,0,2,1,2,2,NULL
656,48,"Zohaib Khan",1,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,4,NULL
657,82,"Zulfiqar Babar",8,2,0,1,1,No,0.5,3,33.33,0,0,1,0,0,2,5,NULL
658,49,"Aamer Yamin",2,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,NULL
659,50,"Abdur Rehman",1,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,NULL
660,33,"Adnan Rasool",3,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL
661,69,"Ahmed Shehzad",10,10,0,290,71,No,29,202,143.56,0,2,0,36,8,1,5,NULL
662,191,"Aizaz Cheema",4,1,1,0,0,Yes,NULL,0,NULL,0,0,0,0,0,1,5,NULL
663,70,"Akbar-ur-Rehman ",7,3,0,15,11,No,5,19,78.94,0,0,0,1,0,1,5,NULL
664,51,"Jim Allenby",2,2,0,38,31,No,19,40,95,0,0,0,5,0,1,3,NULL
665,71,"Anwar Ali",9,6,2,38,13,No,9.5,40,95,0,0,0,1,2,1,5,NULL
666,72,"Asad Shafiq",1,1,0,16,16,No,16,15,106.66,0,0,0,1,1,1,5,NULL
667,85,"Asif Ali",6,3,1,34,31,Yes,17,24,141.66,0,0,1,1,3,1,4,NULL
668,34,"Azhar Ali",7,7,0,183,61,No,26.14,172,106.39,0,1,0,22,3,1,2,NULL
669,253,"Saqib Mahmood",2,2,2,14,12,Yes,NULL,12,116.66,0,0,0,2,0,1,4,NULL
670,2,"Babar Azam",2,2,0,15,15,No,7.5,26,57.69,0,0,1,1,0,1,4,NULL
671,3,"Samuel Badree",6,1,1,2,2,Yes,NULL,2,100,0,0,0,0,0,1,4,NULL
672,18,"Bilawal Bhatti",1,1,1,15,15,Yes,NULL,9,166.66,0,0,0,1,1,1,6,NULL
673,14,"Sharjeel Khan",3,3,0,55,55,No,18.33,35,157.14,0,1,2,10,1,1,5,NULL
674,19,"Ravi Bopara",9,8,2,329,71,Yes,54.83,249,132.12,0,2,0,21,11,1,6,NULL
675,35,"Dwayne Bravo",8,8,3,111,32,No,22.2,98,113.26,0,0,1,9,2,1,2,NULL
676,75,"Elton Chigumbura",5,3,1,10,7,Yes,5,13,76.92,0,0,1,1,0,1,5,NULL
677,36,"Kevon Cooper",7,4,2,10,10,Yes,5,11,90.9,0,0,2,1,0,1,2,NULL
678,37,"Cameron Delport",8,7,0,227,78,No,32.42,186,122.04,0,3,1,22,8,1,2,NULL
679,106,"Grant Elliott",6,5,1,65,40,No,16.25,55,118.18,0,0,0,3,4,1,5,NULL
680,38,"Chris Gayle",5,5,0,103,60,No,20.6,68,151.47,0,1,2,7,8,1,2,NULL
681,39,"Hammad Azam",3,3,2,18,18,Yes,18,12,150,0,0,1,2,0,1,2,NULL
682,53,"Hasan Ali",3,2,0,6,5,No,3,7,85.71,0,0,0,1,0,1,3,NULL
683,20,"Iftikhar Ahmed",4,3,1,27,19,No,13.5,34,79.41,0,0,0,2,0,1,6,NULL
684,21,"Imad Wasim",8,7,0,48,29,No,6.85,34,141.17,0,0,3,7,1,1,6,NULL
685,6,"Imran Khalid",9,4,0,38,18,No,9.5,42,90.47,0,0,0,1,2,1,4,NULL
686,54,"Imran Khan",1,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,NULL
687,55,"Junaid Khan",6,3,3,2,1,Yes,NULL,5,40,0,0,0,0,0,1,3,NULL
688,44,"Umar Akmal",10,9,0,151,45,No,16.77,147,102.72,0,0,0,12,5,1,3,NULL
689,7,"Kamran Ghulam",2,1,0,9,9,No,9,12,75,0,0,0,0,0,1,4,NULL
690,8,"Khalid Latif",9,7,1,206,59,No,34.33,173,119.07,0,1,0,11,9,1,4,NULL
691,105,"Brendon McCullum",2,2,1,1,1,No,1,4,25,0,0,0,0,0,1,5,NULL
692,57,"Dawid Malan",8,8,2,163,60,Yes,27.16,169,96.44,0,1,0,11,5,1,3,NULL
693,22,"Mir Hamza",4,1,1,0,0,Yes,NULL,0,NULL,0,0,0,0,0,1,6,NULL
694,9,"Misbah-ul-Haq ",9,7,2,166,41,No,33.2,131,126.71,0,0,0,21,3,1,4,NULL
695,23,"Mohammad Amir",7,3,3,10,5,Yes,NULL,10,100,0,0,0,2,0,1,6,NULL
696,58,"Mohammad Asghar",9,2,1,1,1,Yes,1,3,33.33,0,0,1,0,0,1,3,NULL
697,59,"Mohammad Hafeez",10,10,0,220,59,No,22,179,122.9,0,1,0,26,8,1,3,NULL
698,10,"Mohammad Irfan",6,1,1,0,0,Yes,NULL,1,0,0,0,0,0,0,1,4,NULL
699,76,"Mohammad Nabi",8,4,1,47,30,Yes,15.66,37,127.02,0,0,0,4,2,1,5,NULL
700,77,"Mohammad Nawaz",10,9,2,120,42,No,17.14,125,96,0,0,1,8,4,1,5,NULL
701,312,"Mohammad Rizwan",8,5,1,103,50,Yes,25.75,81,127.16,0,1,1,9,4,1,2,NULL
702,11,"Mohammad Sami",7,2,2,23,20,Yes,NULL,12,191.66,0,0,0,2,1,1,4,NULL
703,24,"Mushfiqur Rahim",3,3,1,49,33,No,24.5,39,125.64,0,0,0,4,1,1,6,NULL
704,25,"Nauman Anwar",5,5,0,55,35,No,11,52,105.76,0,0,2,6,3,1,6,NULL
705,42,"Naved Yasin",5,3,1,27,25,No,13.5,33,81.81,0,0,1,2,1,1,2,NULL
706,78,"Kevin Pietersen",9,9,1,215,53,No,26.87,165,130.3,0,1,1,15,9,1,5,NULL
707,12,"Rumman Raees",8,2,1,6,4,Yes,6,10,60,0,0,0,0,0,1,4,NULL
708,13,"Andre Russell",10,9,2,84,35,Yes,12,72,116.66,0,0,0,7,5,1,4,NULL
709,90,"Saeed Ajmal",6,3,2,20,10,Yes,20,16,125,0,0,0,1,1,1,4,NULL
710,26,"Saifullah Bangash",5,2,1,0,0,Yes,0,2,0,0,0,1,0,0,1,6,NULL
711,61,"Daren Sammy",10,7,2,140,48,No,28,92,152.17,0,0,0,10,10,1,3,NULL
712,93,"Kumar Sangakkara",4,4,0,129,55,No,32.25,89,144.94,0,1,1,17,2,1,5,NULL
713,20,"Iftikhar Ahmed",10,9,3,168,51,Yes,28,146,115.06,0,1,1,14,2,1,5,NULL
714,62,"Shahid Afridi",10,7,1,87,38,No,14.5,55,158.18,0,0,1,5,6,1,3,NULL
715,63,"Shahid Yousuf",9,6,1,99,27,Yes,19.8,97,102.06,0,0,0,9,1,1,3,NULL
716,102,"Shahzaib Hasan",2,2,0,45,27,No,22.5,36,125,0,0,0,4,2,1,6,NULL
717,27,"Shakib Al",8,8,1,126,51,No,18,120,105,0,1,0,6,3,1,6,NULL
718,14,"Sharjeel Khan",11,11,1,299,117,No,29.9,201,148.75,1,1,0,27,19,1,4,NULL
719,17,"Shoaib Malik",9,9,2,157,45,No,22.42,142,110.56,0,0,1,9,7,1,6,NULL
720,28,"Lendl Simmons",6,6,1,151,62,Yes,30.2,135,111.85,0,1,0,18,6,1,6,NULL
721,92,"Dwayne Smith",4,4,1,153,73,No,51,143,106.99,0,2,0,16,5,1,4,NULL
722,43,"Sohaib Maqsood",2,2,0,79,57,No,39.5,71,111.26,0,1,0,5,3,1,2,NULL
723,29,"Sohail Khan",5,3,1,21,7,Yes,10.5,20,105,0,0,0,1,1,1,6,NULL
724,30,"Sohail Tanvir",6,4,1,33,23,No,11,29,113.79,0,0,0,3,2,1,6,NULL
725,64,"Shaun Tait",9,2,2,0,0,Yes,NULL,0,NULL,0,0,0,0,0,1,3,NULL
726,65,"Tamim Iqbal",6,6,2,267,80,Yes,66.75,232,115.08,0,3,0,24,5,1,3,NULL
727,44,"Umar Akmal",7,7,3,335,93,No,83.75,213,157.27,0,4,0,27,17,1,2,NULL
728,15,"Umar Amin",2,2,0,4,4,No,2,10,40,0,0,1,0,0,1,4,NULL
729,80,"Umar Gul",6,2,0,0,0,No,0,3,0,0,0,2,0,0,1,5,NULL
730,31,"Usama Mir",7,5,1,13,10,No,3.25,13,100,0,0,2,1,0,1,6,NULL
731,32,"James Vince",7,7,0,111,44,No,15.85,106,104.71,0,0,0,8,3,1,6,NULL
732,66,"Wahab Riaz",9,5,3,56,22,No,28,39,143.58,0,0,0,5,1,1,3,NULL
733,16,"Shane Watson",6,6,0,194,79,No,32.33,167,116.16,0,1,0,16,11,1,4,NULL
734,162,"Riki Wessels",2,2,0,4,3,No,2,11,36.36,0,0,0,0,0,1,6,NULL
735,81,"Luke Wright",6,6,1,169,86,Yes,33.8,134,126.11,0,1,0,19,6,1,5,NULL
736,46,"Zafar Gohar",6,2,1,1,1,No,1,4,25,0,0,0,0,0,1,2,NULL
737,47,"Zia-ul-Haq ",3,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL
738,48,"Zohaib Khan",7,4,3,18,10,Yes,18,13,138.46,0,0,1,1,0,1,2,NULL
739,82,"Zulfiqar Babar",10,4,3,22,20,Yes,22,14,157.14,0,0,1,1,1,1,5,NULL
