Player_bowling_id,matches,innings,overs,maidens,runs,wickets,best_bowling,average,economy,strike_rate,four_wkts,five_wkts,catches,stumps,Season_Id,Team_Id,Name,Player_Id
1,5,1,1,0,3,0,NULL,NULL,3,NULL,0,0,3,0,7,1,"Aamer Azmat",350
2,4,3,5,0,79,2,44949,39.5,15.8,15,0,0,1,0,6,6,"Aamer Yamin",49
3,3,3,8,1,48,3,44974,16,5.87,16.3,0,0,0,0,5,6,"Aamer Yamin",49
4,8,8,28,0,230,6,13575,38.33,8.21,28,0,0,3,0,4,6,"Aamer Yamin",49
5,2,2,3,0,42,0,NULL,NULL,14,NULL,0,0,1,0,3,2,"Aamer Yamin",49
6,2,2,7,0,54,1,44947,54,7.71,42,0,0,0,0,2,3,"Aamer Yamin",49
7,2,2,7,0,54,1,44947,54,7.71,42,0,0,0,0,1,3,"Aamer Yamin",49
8,5,5,11,0,113,1,13150,113,10.27,66,0,0,1,0,7,6,"Aamer Yamin",49
9,4,4,10,0,102,4,44984,25.5,10.2,15,0,0,1,0,6,6,"Abbas Afridi",277
10,1,1,3,0,26,0,NULL,NULL,8.66,NULL,0,0,2,0,5,5,"Abdul Nasir",258
11,3,2,2,0,20,0,NULL,NULL,9.23,NULL,0,0,0,0,4,2,"Agha Salman",190
12,1,1,3,0,28,0,NULL,NULL,9.33,NULL,0,0,1,0,2,3,"Abdur Rehman",50
13,1,1,3,0,28,0,NULL,NULL,9.33,NULL,0,0,1,0,1,3,"Abdur Rehman",50
14,5,5,15,0,127,3,44946,42.33,8.46,30,0,0,0,0,7,1,"Abbas Afridi",277
15,1,1,4,0,15,1,44941,15,3.75,24,0,0,0,0,6,5,"Abdul Nasir",258
16,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,5,3,"Adil Amin",246
17,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,0,4,5,"Ahmed Shehzad",69
18,8,2,2,0,13,0,NULL,NULL,6.5,NULL,0,0,1,0,3,2,"Agha Salman",190
19,3,2,6,0,67,0,NULL,NULL,11.16,NULL,0,0,0,0,2,2,"Adnan Rasool",33
20,3,2,6,0,67,0,NULL,NULL,11.16,NULL,0,0,0,0,1,2,"Adnan Rasool",33
21,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,0,7,2,"Abdullah Shafique",335
22,2,2,7,0,62,3,44999,20.66,8.85,14,0,0,0,0,6,3,"Abrar Ahmed",94
23,3,3,8,0,65,4,44974,16.25,8.12,12,0,0,0,0,5,4,"Ahmed Safi",228
24,8,1,1,0,9,1,44935,9,9,6,0,0,5,0,4,5,"Ahsan Ali",206
25,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,0,3,1,"Ahmed Shehzad",69
26,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,2,5,"Ahmed Shehzad",69
27,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,1,5,"Ahmed Shehzad",69
28,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,7,5,"Abdul Bangalzai",344
29,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,6,2,"Agha Salman",190
30,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0,5,5,"Ahmed Shehzad",69
31,1,1,3,0,32,0,NULL,NULL,10.66,NULL,0,0,0,0,4,2,"Aizaz Cheema",191
32,5,5,13,0,116,5,10990,23.2,8.81,15.8,0,0,1,0,3,4,"Amad Butt",1
33,4,4,14,0,104,6,44971,17.33,7.42,14,0,0,3,0,2,5,"Aizaz Cheema",191
34,4,4,14,0,104,6,44971,17.33,7.42,14,0,0,3,0,1,5,"Aizaz Cheema",191
35,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,7,5,"Ahsan Ali",206
36,10,10,35,0,330,6,47150,55,9.42,35,0,0,1,0,6,2,"Ahmed Daniyal",287
37,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,5,5,"Ahsan Ali",206
38,11,10,27,0,205,7,44978,29.28,7.4,23.7,0,0,5,0,3,5,"Anwar Ali",71
39,7,3,4,0,29,0,NULL,NULL,7.25,NULL,0,0,3,0,2,5,"Akbar-ur-Rehman ",70
40,7,3,4,0,29,0,NULL,NULL,7.25,NULL,0,0,3,0,1,5,"Akbar-ur-Rehman ",70
41,5,5,19,0,160,6,15766,26.66,8.42,19,0,0,1,0,6,4,"Akif Javed",229
42,6,5,15,0,125,4,44946,31.25,8.33,22.5,0,0,1,0,5,4,"Akif Javed",229
43,2,2,8,0,67,4,14671,16.75,8.37,12,0,0,3,0,4,4,"Amad Butt",1
44,2,2,8,0,53,5,45008,10.6,6.62,9.6,0,0,1,0,3,5,"Jofra Archer",164
45,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,3,"Jim Allenby",51
46,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,3,"Jim Allenby",51
47,2,2,6,0,46,1,44946,46,7.66,36,0,0,1,0,7,3,"Amad Butt",1
48,3,3,8,0,70,2,44936,35,8.4,25,0,0,1,0,6,4,"Ali Khan",232
49,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4,2,"Corey Anderson",192
50,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0,3,5,"Asad Shafiq",72
51,9,9,30,1,258,9,12086,28.66,8.64,19.8,0,0,3,0,2,5,"Anwar Ali",71
52,9,9,30,1,258,9,12086,28.66,8.64,19.8,0,0,3,0,1,5,"Anwar Ali",71
53,4,4,9,0,79,2,44937,39.5,8.77,27,0,0,5,0,7,1,"Anwar Ali",71
54,3,3,8,0,83,3,13181,27.66,10.37,16,0,0,1,0,6,3,"Fabian Allen",264
55,1,1,3,0,36,1,13150,36,12,18,0,0,0,0,5,6,"Ali Khan",232
56,3,2,7,0,67,1,44953,67,8.73,46,0,0,0,0,4,5,"Anwar Ali",71
57,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,0,3,4,"Asif Ali",85
58,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,5,"Asad Shafiq",72
59,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,5,"Asad Shafiq",72
60,1,1,3,0,36,0,NULL,NULL,12,NULL,0,0,0,0,7,3,"Arish Ali",259
61,4,4,14,0,166,2,44952,83,11.44,43.5,0,0,0,0,6,3,"Amad Butt",1
62,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,4,"Asif Ali",85
63,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,3,6,"Babar Azam",2
64,1,1,4,0,30,2,10990,15,7.5,12,0,0,0,0,7,3,"Arshad Iqbal",233
65,1,1,3,0,33,0,NULL,NULL,11,NULL,0,0,0,0,6,5,"Anwar Ali",71
66,5,4,14,0,143,5,45043,28.6,9.75,17.6,1,0,3,0,5,4,"Amad Butt",1
67,2,1,0,0,4,0,NULL,NULL,24,NULL,0,0,0,0,4,6,"Awais Zia",181
68,1,1,2,0,19,0,NULL,NULL,9.5,NULL,0,0,0,0,3,2,"Bilal Asif",73
69,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,0,2,4,"Asif Ali",85
70,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,0,1,4,"Asif Ali",85
71,4,2,7,0,61,1,44957,61,8.71,42,0,0,0,0,7,5,"Ashir Qureshi",345
72,1,1,4,0,28,4,45044,7,7,6,1,0,0,0,6,5,"Arish Ali",259
73,3,3,4,0,50,0,NULL,NULL,12.5,NULL,0,0,2,0,5,5,"Anwar Ali",71
74,10,5,10,0,101,4,12844,25.25,10.1,15,0,0,6,0,3,6,"Ravi Bopara",19
75,7,2,5,0,30,0,NULL,NULL,6,NULL,0,0,3,0,2,2,"Azhar Ali",34
76,7,2,5,0,30,0,NULL,NULL,6,NULL,0,0,3,0,1,2,"Azhar Ali",34
77,5,5,19,1,124,8,45004,15.5,6.52,14.2,0,0,1,0,7,1,"Asif Afridi",313
78,9,9,29,1,260,8,45001,32.5,8.96,21.7,0,0,1,0,6,6,"Arshad Iqbal",233
79,7,7,24,0,206,9,44972,22.88,8.46,16.2,0,0,0,0,5,6,"Arshad Iqbal",233
80,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,0,4,6,"Babar Azam",2
81,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0,3,1,"Dwayne Bravo",35
82,12,1,3,0,27,2,44984,13.5,9,9,0,0,7,0,7,4,"Asif Ali",85
83,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,6,4,"Asif Ali",85
84,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,5,1,"Asad Shafiq",72
85,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4,4,"Ian Bell",171
86,1,1,1,0,16,0,NULL,NULL,16,NULL,0,0,0,0,3,6,"Danish Aziz",207
87,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,4,"Babar Azam",2
88,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,4,"Babar Azam",2
89,3,3,8,0,49,0,NULL,NULL,6.12,NULL,0,0,1,0,7,4,"Athar Mahmood",323
90,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0,5,4,"Asif Ali",85
91,2,1,2,0,33,0,NULL,NULL,16.5,NULL,0,0,2,0,4,6,"Ravi Bopara",19
92,9,8,29,1,242,8,45002,30.25,8.34,21.7,0,0,5,0,3,3,"Liam Dawson",153
93,6,6,23,1,158,4,44946,39.5,6.86,34.5,0,0,1,0,2,4,"Samuel Badree",3
94,6,6,23,1,158,4,44946,39.5,6.86,34.5,0,0,1,0,1,4,"Samuel Badree",3
95,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,0,6,6,"Babar Azam",2
96,1,1,2,0,25,1,44951,25,12.5,12,0,0,0,0,4,2,"Carlos Brathwaite",193
97,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,3,2,"Cameron Delport",37
98,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,0,7,6,"Babar Azam",2
99,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,6,5,"Tom Banton",247
100,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,0,5,6,"Babar Azam",2
101,6,6,24,0,199,7,45004,28.42,8.29,20.5,0,0,2,0,4,5,"Dwayne Bravo",35
102,12,1,2,0,15,0,NULL,NULL,7.5,NULL,0,0,8,0,3,6,"Joe Denly",139
103,1,1,4,0,36,2,13181,18,9,12,0,0,0,0,2,6,"Bilawal Bhatti",18
104,1,1,4,0,36,2,13181,18,9,12,0,0,0,0,1,6,"Bilawal Bhatti",18
105,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,0,7,2,"Harry Brook",336
106,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,6,3,"Ravi Bopara",19
107,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,0,5,3,"Tom Banton",247
108,5,2,2,0,31,0,NULL,NULL,15.5,NULL,0,0,1,0,3,2,"Anton Devcich",144
109,2,2,7,0,61,0,NULL,NULL,8.71,NULL,0,0,2,0,7,3,"Pat Brown",341
110,5,5,20,1,159,4,44977,39.75,7.95,30,0,0,2,0,6,1,"Carlos Brathwaite",193
111,2,2,7,0,67,3,45011,22.33,9.57,14,0,0,0,0,5,1,"Bilawal Bhatti",18
112,8,5,10,0,113,5,45004,22.6,10.76,12.6,0,0,4,0,4,1,"Dan Christian",215
113,10,3,9,0,70,1,13881,70,7.77,54,0,0,8,0,3,4,"Jean-Paul Duminy",131
114,6,1,2,0,17,0,NULL,NULL,8.5,NULL,0,0,1,0,5,1,"Ravi Bopara",19
115,1,1,0,0,6,0,NULL,NULL,12,NULL,0,0,0,0,4,5,"Danish Aziz",207
116,12,12,40,1,310,18,45004,17.22,7.75,13.3,0,0,2,0,3,4,"Faheem Ashraf",132
117,9,9,22,0,152,11,45093,13.81,6.9,12,0,1,1,0,2,6,"Ravi Bopara",19
118,9,9,22,0,152,11,45093,13.81,6.9,12,0,1,1,0,1,6,"Ravi Bopara",19
119,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,1,7,6,"Joe Clarke",284
120,5,5,12,0,134,4,44938,33.5,10.86,18.5,0,0,2,0,6,6,"Dan Christian",215
121,4,4,10,0,83,5,45013,16.6,8.44,11.8,0,0,1,0,5,3,"Carlos Brathwaite",193
122,11,10,23,0,167,3,44931,55.66,7.26,46,0,0,6,0,4,3,"Liam Dawson",153
123,10,3,5,0,32,1,44936,32,6.4,30,0,0,3,0,3,2,"Fakhar Zaman",107
124,8,8,27,0,226,4,45015,56.5,8.37,40.5,0,0,2,0,2,2,"Dwayne Bravo",35
125,8,8,27,0,226,4,45015,56.5,8.37,40.5,0,0,2,0,1,2,"Dwayne Bravo",35
126,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,7,6,"Ian Cockbain",328
127,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,0,6,6,"Joe Clarke",284
128,7,5,16,0,173,8,45016,21.62,10.81,12,0,0,0,0,5,5,"Ben Cutting",260
129,12,4,9,0,66,4,44981,16.5,7.33,13.5,0,0,1,0,4,4,"Cameron Delport",37
130,5,5,16,0,124,5,12844,24.8,7.75,19.2,0,0,1,0,3,4,"Steven Finn",87
131,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,2,5,"Elton Chigumbura",75
132,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,1,5,"Elton Chigumbura",75
133,9,3,7,0,68,1,13516,68,9.95,41,0,0,8,0,7,3,"Ben Cutting",260
134,5,3,6,0,74,1,44949,74,12.68,35,0,0,3,0,6,5,"Ben Cutting",260
135,4,2,5,0,53,0,NULL,NULL,10.6,NULL,0,0,1,0,5,3,"Liam Dawson",153
136,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,4,2,"Anton Devcich",144
137,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,3,3,"Andre Fletcher",117
138,7,6,17,0,157,6,45010,26.16,9.23,17,0,0,3,0,2,2,"Kevon Cooper",36
139,7,6,17,0,157,6,45010,26.16,9.23,17,0,0,3,0,1,2,"Kevon Cooper",36
140,3,1,0,0,6,0,NULL,NULL,18,NULL,0,0,0,0,7,4,"Danish Aziz",207
141,3,1,2,0,15,0,NULL,NULL,7.5,NULL,0,0,2,0,6,6,"Danish Aziz",207
142,8,3,9,0,93,1,44949,93,10.14,55,0,0,3,0,5,6,"Cameron Delport",37
143,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,4,2,"AB de",194
144,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,3,2,"Gulraiz Sadaf",145
145,8,5,11,0,87,4,45003,21.75,8.03,16.2,0,0,2,0,2,2,"Cameron Delport",37
146,8,5,11,0,87,4,45003,21.75,8.03,16.2,0,0,2,0,1,2,"Cameron Delport",37
147,11,3,4,0,38,1,44930,38,9.5,24,0,0,10,0,7,1,"Tim David",288
148,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,6,2,"Tim David",288
149,11,11,34,0,279,14,45040,19.92,8.08,14.7,1,0,2,0,5,2,"Dilbar Hussain",238
150,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,0,3,4,"Alex Hales",133
151,7,7,23,1,159,9,45001,17.66,6.76,15.6,0,0,1,0,7,4,"Liam Dawson",153
152,5,1,1,0,25,0,NULL,NULL,25,NULL,0,0,1,0,6,5,"Cameron Delport",37
153,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,4,1,"Laurie Evans",216
154,2,1,3,0,33,0,NULL,NULL,10.42,NULL,0,0,1,0,3,3,"Hammad Azam",39
155,6,6,22,0,134,11,45031,12.18,6.09,12,1,0,2,0,2,5,"Grant Elliott",106
156,6,6,22,0,134,11,45031,12.18,6.09,12,1,0,2,0,1,5,"Grant Elliott",106
157,5,5,15,0,153,2,11689,76.5,10.2,45,0,0,2,0,7,4,"AB de",194
158,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,6,2,"Joe Denly",139
159,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,5,3,"Faf du",248
160,12,12,44,0,322,21,45096,15.33,7.29,12.6,1,1,4,0,4,4,"Faheem Ashraf",132
161,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,3,3,"Haris Sohail",118
162,5,1,1,0,5,0,NULL,NULL,5,NULL,0,0,0,0,2,2,"Chris Gayle",38
163,5,1,1,0,5,0,NULL,NULL,5,NULL,0,0,0,0,1,2,"Chris Gayle",38
164,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,7,5,"Ben Duckett",86
165,7,7,20,0,220,7,12451,31.42,10.64,17.7,0,0,4,0,5,4,"Faheem Ashraf",132
166,10,2,3,0,21,0,NULL,NULL,7,NULL,0,0,4,0,4,2,"Fakhar Zaman",107
167,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0,6,5,"Faf du",248
168,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,0,5,2,"Fakhar Zaman",107
169,12,12,45,0,298,11,45000,27.09,6.57,24.7,0,0,0,0,4,5,"Fawad Ahmed",208
170,11,11,28,0,187,6,44929,31.16,6.67,28,0,0,6,0,3,5,"Hassan Khan",124
171,3,1,2,0,25,0,NULL,NULL,12.5,NULL,0,0,0,0,2,2,"Hammad Azam",39
172,3,1,2,0,25,0,NULL,NULL,12.5,NULL,0,0,0,0,1,2,"Hammad Azam",39
173,10,10,34,0,284,9,45013,31.55,8.35,22.6,0,0,4,0,7,4,"Faheem Ashraf",132
174,8,8,28,0,190,9,44996,21.11,6.78,18.6,0,0,4,0,6,4,"Faheem Ashraf",132
175,5,5,19,0,165,4,14642,41.25,8.46,29.2,0,0,0,0,5,5,"Fawad Ahmed",208
176,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,4,3,"Andre Fletcher",117
177,3,3,11,1,75,2,44939,37.5,6.81,33,0,0,1,0,2,3,"Hasan Ali",53
178,3,3,11,1,75,2,44939,37.5,6.81,33,0,0,1,0,1,3,"Hasan Ali",53
179,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,0,7,2,"Fakhar Zaman",107
180,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,6,2,"Fakhar Zaman",107
181,4,4,10,0,105,4,45041,26.25,10.5,15,1,0,2,0,5,3,"Lewis Gregory",249
182,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,4,2,"Gauhar Ali",195
183,12,6,14,0,124,4,44975,31,8.85,21,0,0,2,0,3,4,"Hussain Talat",88
184,6,6,20,0,196,6,17199,32.66,9.8,20,0,0,0,0,7,5,"James Faulkner",289
